"Add_link","Title","Address","Price","Dwelling_Type","Bedrooms","Bathrooms","Lease","Date_Available","Post_Date","House_Size","Furnished","Description","Pet_Friendly","city","More Info1","Picture 1"
"https://www.rentfaster.ca/bc/victoria/rentals/duplex/3-bedrooms/burnside/501066"," ","Victoria","3,000","Apartment",2,"1"," ","Not Available"," "," ","No","Unfurnished 3bedroom 1200+ sq ft duplex within walking distance of the Galloping Goose, bus stops, nature trails, Thetis Lake Park and Victoria General Hospital. Wood floors, carpet in the bedrooms, great dead end street with only trees across the street. Available Oct 1 or sooner. This has been a wonderful home for me before we got married, and we are now moving to a place my husband and I can call our own. $3000 plus utilities

No pets or smoking. Suitable for professional couple or small family. Price includes single car garage and two driveway parking spots. Will be professionally cleaned.","No","Victoria","Please contact the Landlord to confirm availability","https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/501066/8246295.v.1786947a5f32c720540a64bc51c63940.jpg"
"https://www.rentfaster.ca/bc/victoria/rentals/apartment/2-bedrooms/dominion-road/499939?-RSYNC"," "," 657 Redington Avenue,Victoria,Canada,British Columbia,V9B0V7,","2,800","Apartment",2,"2"," ","Not Available"," "," ","No","Terra Alta offers modern and spacious apartments overlooking the gateway to Langford. Enjoy majestic views of Mount Finlayson, Bear Mountain, Sooke Hills and more.




Enjoy brand new open concept living with large windows that deliver ample natural light and magnificent mountain views. A private balcony in every suite allows you to sit back, relax and enjoy the scenic surroundings and fresh air. Select from one bedroom, one bedroom plus den, or two bedrooms plus den.





Enjoy living next door to Millstream Village which offers a market, pharmacy, restaurants and a range of retailers to furnish your new home. Only minutes from Thetis Lake and Mill Hill Park which offer hiking, kayaking, and fishing. Easy access to highway #1 to Victoria.





Hot water is included in the rent




Air conditionned apartments




Spacious 1 bedrooms and 2 bedroom apartments.





All 2 bedrooms have 2 bathrooms, a pantry room next to the kitchen and a den.","No","Victoria","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tIF6-5slqxLrS_ihYANUZw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=310.10052&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/kelowna/rentals/basement/2-bedrooms/500356"," ","Vernon","2,000","Apartment",2,"1"," ","Not Available"," "," ","No","Availble October 1St

Located in Vernon BC, only 45 min from Kelowna Airport and university. North of Swam Lake.

Two large bedroom basement suite.

Large modern kitchen with all the appliances. own laundry room.

No share with upstairs.

You will have your own parking spot in drive way.

we can provide Wi fi.

own Laundry room.

In -floor heat with on thermostat, your feet will be cold in winter.

AC for summer.

unfurnished suite.

Looking for a responsible mature tenant, willing to sign a lease for 6 months or one year.

no drugs, vaping, or parties.

Sorry no pets due to alergies.

Lake view.

Suite sets in a 3 acres of land.

Perfect for a couple or a couple with a baby.

Nice patio to set up a BB&Q.

please email or text. usually I don't take ph call when Im at work,

I have limited use of ph at work, so text or email works better.

for any questios.","No","Vernon","Please contact the Landlord to confirm availability","https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/500356/8224093.v.5311db0bc591ca09a445ad3ee2192aa6.jpg"
"https://www.rentfaster.ca/bc/vernon/rentals/house/4-bedrooms/501664"," ","Vernon","7,900","Apartment",2,"5"," ","Not Available"," "," ","No","This spacious home offers everything you need from summer through to winter, situated on Lake Okanagan and just 35 minutes away from SilverStar Mountain Resort. The property is on a .35 acre lot and has over 100 ft of lakeshore access including a well maintained private dock with two boat lifts. The beautifully landscaped ground level includes a large outdoor lounging area, hot tub, and basketball court as well as plenty of green space to take full advantage of the summer months. There is also an upper deck with a barbeque and a dining area, and a second level deck off the bedrooms to allow you to take in the views. This home is perfect for both your family and visitors with four upstairs bedrooms all with full ensuite bathrooms, and a main floor flex space which can be used as an office and additional bedroom.

The main floor has a well-appointed kitchen complete with lake views, abundant wood cabinetry, granite counter tops, stainless-steel appliances. There are two dining areas, a U-shaped wet bar with seating for hosting, and a large living room with a gas fireplace, perfect for relaxing or watching TV. The lower level brings more lounging space and an additional full bathroom. There is also a sizeable laundry room with a washer and dryer, large sink, and ample space to hang clothing. Both the main and lower floor of the home include low maintenance and durable tile flooring to allow for the indoor/outdoor lifestyle. The home is complete with air conditioning and wired in with a full alarm system. There is ample storage space with both a front garage and a lakefront garage equipped with a treadmill for an indoor/outdoor gym space and plenty of room for lake toys.

This home is perfect to take in everything the Okanagan has to offer and is just minutes to town.","No","Vernon","Please contact the Landlord to confirm availability","https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/501664/8256554.v.62b107fa2eef4dfb1b7ba085c097876b.jpg"
"https://www.rentfaster.ca/bc/okanagan-falls/rentals/condo/3-bedrooms/pet-friendly/502515"," "," 75 - 750 Railway Lane,Okanagan Falls,Canada,British Columbia,V0H1R4,","2,175","Apartment",2,"2"," ","Not Available"," "," ","No","Welcome to your Zen!

Please read carefully. Contact Property Manager for details - 306 430 8888. Unable to respond to FB messaging.

-Located on Skaha Lake
-Outdoor Heated Salt Water Pool
-Ample Storage
-Bike & Kayak Racks
-2 Parking Stalls
-Air Conditioning
-Gas BBQ with hook up on site
-Gas Fireplace
-Furnished
-Amazing bike path and walking path on your door step
-Secure Gated Community
-Professionally Landscaped
-Two Full Bathrooms
-Private In-Suite Laundry
-4 minute walk to grocery store offering local produce and products
-Walking distance to banks, medical clinics and fuel
-Strata has regulations around pets

Contact Property Manager for details.","No","Kaleden","Please contact the Landlord to confirm availability","https://www.google.com/maps/vt/pb=!1m5!1m4!1i12!2i6151!3i3539!4i128!2m2!1e1!3i931!3m9!2sbn!3sbd!5e1105!12m1!1e4!12m1!1e47!12m1!1e3!4e0!5m1!1e0!23i10203575!23i1381033!23i1368782!23i1368785!23i47025228!23i4592408!23i1375050!23i4536287"
"https://www.rentfaster.ca/bc/penticton/rentals/apartment/2-bedrooms/369497?-RSYNC"," "," 973 Forestbrook Drive,Penticton,Canada,British Columbia,V2A2G2,","1,650","Apartment",1,"1"," ","Not Available"," "," ","No","Pacific Cove Property Management Ltd. 

Overlooking the picturesque Penticton Creek to the north, Forestbrook Manor is located on quiet Forestbrook Drive in the heart of beautiful Penticton BC, walking distance from all the necessary amenities on nearby Government Street including Marketplace IGA. Forestbrook also sits on the Number 2 bus route, and is a direct 10-minute bus ride or 25-minute walk from Penticton's quaint and historic downtown and the beautiful beaches of Okanagan Lake.

Forestbrook Manor features one- and two-bedroom suites with well-equipped kitchens, spacious in-suite storage, and large balconies. For the comfort of all residents, Forestbrook Manor is a smoke-free and pet-free building.

If you are interested in a suite that is currently unavailable, please reach out and contact us, and we will add you to our waitlist! 

The above information, while deemed to be correct, is not guaranteed. Rental prices, availability  and information contained herein are subject to change at any time and without notice at the discretion of Pacific Cove Properties.","No","Kaleden","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=jAmK8CvzFjmXdV1Vs9cicA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=339.37433&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/penticton/rentals/apartment/1-bedroom/pet-friendly/329961?-RSYNC"," "," 175 Kinney Avenue,Penticton,Canada,British Columbia,V2A3P2,","2,068","Apartment",2,"2"," ","Not Available"," "," ","No","Broadstreet's Valley Views offers 1, 2, and 3 bedroom pet friendly apartments for rent with picturesque orchard and mountain views. This modern rental apartment community sits in the heart of the adventurous waterfront city of Penticton-between the stunning blue waters of Okanagan Lake and Skaha Lake.

Valley Views is centrally located and only minutes away from Cherry Lane Shopping Centre, lush parks, excellent schools, golf courses, and the downtown core. Inside your spacious, open-concept apartment, you'll feel at home with in-suite laundry, large walk-in closets, and built-in air conditioning to keep you cool during hot summer months. With nearby world-class mountain biking, water sports galore, and a plethora of wineries-Valley Views offers the best location to explore in Penticton. Living at Valley Views means enjoying all the friendliness of a small community and some of the best apartment-style living in the city.

Contact us today!




Shopping – Cherry Lane Shopping | Superstore | Save-On Foods

Parks – Skaha Lake Park

Schools – Parkway Elementary | Sprott Shaw College","No","Kaleden","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=6n2eirz5AoMJzfPLUr_FJw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=349.52628&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/penticton/rentals/house/4-bedrooms/pet-friendly/440749"," ","Kaleden","3,500","Apartment",2,"3"," ","Not Available"," "," ","No","Bright and spacious, this house offers 4 large bedrooms plus a den and 3 full bathrooms—generous kitchen upstairs and a summer kitchen downstairs. 2 living rooms one upstairs with dining area and one living room downstairs.

Large master bedroom with attached full bathroom and a walk-in closet with private deck access. In-unit laundry and double car garage. Downstairs has a separate entrance. Beautiful back yard with space for kids to play. The quiet and safe neighborhood located in a cul de sac is best for the Family.

Fantastic location steps away from bus route and shopping. The property is located in Wiltse area the most sought-after neighbourhood in Penticton. It falls in the catchment area of the best schools in Penticton Wiltse elementary school and Skaha lake middle school.

The home has an amazing mountain and lake view from the front balcony and the backyard deck.

The rent is $3500 + utilities Available October 15th 2022. Long Term Not Furnished

1 Pet allowed, No smoking or vaping of any kind, No Marijuana.

Credit check, Employment verification, references required.","No","Kaleden","Please contact the Landlord to confirm availability","https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/440749/6608076.v.82300167af17811ac45eacf5669888db.jpg"
"https://www.rentfaster.ca/bc/penticton/rentals/apartment/2-bedrooms/pet-friendly/440339?-RSYNC"," "," 3650 South Main Street,Penticton,Canada,British Columbia,V2A5J8,","1,929","Apartment",1,"2"," ","Not Available"," "," ","No","Feel good, live well at our Skaha Shores rental community in Penticton. Be a part of a larger movement to reduce our environmental impact by joining our net-zero energy ready community.

Only 100 meters from the beach and down the road from Skaha Bluffs, you can live your best life, stress-free. Enjoy meeting your neighbours on the rooftop patio, get some fresh air in the Community Garden, and feel healthy in our fitness centre.

We're only a call away, so join us today! 

SKAHA SHORES HIGHLIGHTS

• Net-zero energy ready community (it's good for the planet)

• BUILT GREEN®, rooftop solar array, and electric car charging stations.

• Smoke-free community with on-site staff.

• Pet-friendly homes, complete with a fenced dog run. Maximum 22 inches shoulder height, some breed restrictions apply. Please inquire for details. 

• Individual in-suite heat and A/C controls for optimal comfort. 

• BBQ year-round with a covered deck.

• In-suite laundry and open-concept kitchens.

• Book the community lounge, with kitchenette, for larger get-togethers.

• Exercise in our complimentary fitness room.

• Grow fruits and veggies in our robust community garden.

THE PERKS

• Complimentary fitness room.

• Telus incentives.

CONTACT US

P. 778-860-5211
Email us @ Skaha Shores
Visit us Skaha Shores Website
A: 3650 South Main Street, Penticton, BC, V2A 5J8

Please visit our website for more information, to book a viewing, and apply online.

A Community Designed, Developed, and Operated by Highstreet Ventures

Prices listed are starting prices and vary depending on availability, suite types, and location in the buildings. Additional charges may apply.","No","Kaleden","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=GBb8RLKpSdDy44HtdAQNYQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=102.59801&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/penticton/rentals/apartment/2-bedrooms/416294?-RSYNC"," "," 257 Scott Avenue,Penticton,Canada,British Columbia,V2A2J6,","1,625","Apartment",1,"1"," ","Not Available"," "," ","No","257 Scott Avenue is a centrally located property in Penticton that offers a variety of spacious studio, 1 and 2 bedroom suites. 257 Scott Avenue is nearby the Penticton Public Library, as well as numerous schools, and ample shopping such as Shoppers Drug Mart, Safeway, and Canadian Tire. 

The above information, while deemed to be correct, is not guaranteed. Rental prices, availability  and information contained herein are subject to change at any time and without notice at the discretion of Pacific Cove Properties.","No","Kaleden","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Gcv1RntTUuZ53PNUgsrw7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=4.8763423&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/penticton/rentals/apartment/1-bedroom/pet-friendly/502497?-RSYNC"," "," 3352 Hemlock Street,Penticton,Canada,British Columbia,V2A3V6,","1,650","Apartment",1,"1"," ","Not Available"," "," ","No","Coming available February 2023!




*Please note that advertised prices are the starting prices of each unit type. Prices will vary depending on unit style and location within the building*

The Perennial, located at 3352 Hemlock Street, Penticton is embedded within one of two cities in the world situated between two lakes - Okanagan and Skaha lake. These lakes feature nearly 15 acres of sandy beach and numerous swimming areas. Beaches and water fun are embedded within the cities culture, so why not live within a 13 minute walk to Skaha Lake and Skaha Lake Park?

Understanding summer doesn't last all year, The Perennial is situated 40 minutes away from Apex Mountain Resort and 50 minutes from the Nickel Plate Nordic Centre. Tenants will also be able to access The Perennial gym all throughout the year.

Two elevators, a bike wash, bike storage, visitor parking, a bocce ball court, dog wash, community garden beds, and an outdoor kids play area will also be available to all tenants within The Perennial. 

There are over 80 wineries in the Penticton metropolitan area, 7 craft breweries, 2 cideries and 3 distilleries all within easy walking or biking distance of the downtown core. Our development at 3352 Hemlock Street will offer 166 stylish, modern units, with the upper floors offering a view of Skaha Lake. Located in a quiet neighborhood and within walking distance to parks, beaches, shopping, and schools, The Perennial has all the amenities one needs to call this home.




*Pictures and virtual tours are an accurate representation, but not exact*","No","Kaleden","Please contact the Landlord to confirm availability","https://maps.gstatic.com/tactile/pane/default_geocode-1x.png"
"https://www.rentfaster.ca/bc/kamloops/rentals/apartment/1-bedroom/north-shore/pet-friendly/436657?-RSYNC"," "," 196 Yew St,Kamloops,Canada,British Columbia,V2B3Z9,","1,550","Apartment",1,"1"," ","Not Available"," "," ","No","Kamloops Tranquille Apartments is professionally managed by Mainstreet Equity

BC Student Deals*

Students get exclusive perks, including:

Reduced security deposit
6, 8, 9 & 12 month lease choices

*Students must be registered at a Canadian institution in full-time capacity, attending a minimum of 3 classes each semester. Must provide proof of registration at time of application.

Exclusive Pricing for TV & Internet!

Mainstreet tenants get exclusive offers for Telus TV and Internet.
*Some conditions apply. Contact your onsite Resident Manager for more information. 

$299 Security Deposit For Seniors!

Seniors* only pay $299 security deposit / damage deposit when renting with us.
*Minimum age of 55. Proof of age required at time of application.

Property Description

Enjoy the best of the beautiful BC interior by coming home to sweeping views of the Thompson River Valley in your air-conditioned abode. Relax on your balcony with a cup of coffee or tea as the sunrise cuts through the mist. When you're looking for a new rental apartment in North Shore Kamloops, Mainstreet's Tranquille Apartments are the right place to call home. Affordable, pet-friendly, newly-renovated, and smoke-free, these boutique suites come internet-ready and cable-ready to prevent any delays in getting connected. Suites have high-grain laminate floors, onsite laundry for your convenience, and secured building entry and keyless unit entry for your safety. We'll make moving easier by including your fridge, stove, and window coverings; and we even pay your water bills to push the savings further. This is a low-density building, which means a better quality of life with more space to yourself, fewer neighbours, and less noise and your first parking stall is free. We rarely have vacancy in this popular building, so apply online now!

Air conditioner
Fridge
Stove
Balconies
Individual thermostats
Park views
City views
Cable ready
Window coverings
Internet ready
Laminate floors
Secure entry
Covered parking
Visitor parking
Outdoor parking
On-site staff
Laundry facilities
Convenience store
Shared yard
Public transit
Shopping nearby
Parks nearby
Schools nearby
No Smoking allowed
Courtyard
Secure entry
Rental rates, incentives, and availability are subject to change without notice. Please inquire for current availability. Unit photos are provided for example only; individual suite appearance may vary. Rental rates are net and include current incentives on a yearly lease. Please note, multiple special offers cannot be combined. Contact the building's Resident Manager or Leasing Agent for more details. Please note: Mainstreet requires that all tenants acquire and maintain sufficient tenant insurance for the duration of their tenancy. Proof of this insurance is required at time of move-in. Tenants may choose their insurance provider or opt for Mainstreet's insurance partner.","No","Kamloops","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=HAM2L5jFv-qbYnDBVRyL7A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=62.506397&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/kamloops/rentals/apartment/1-bedroom/west-end/pet-friendly/441141?-RSYNC"," "," 945 Victoria Street West,Kamloops,Canada,British Columbia,V2C0K4,","1,590","Apartment",1,"1"," ","Not Available"," "," ","No","Perched atop the hillside overlooking the Thompson River, The View truly lives up to its name. You don't have to go far for a view like this - you're less than a 5-minute drive to Thompson Rivers University and Kamloops City Centre.

The View is home to Studio, 1 Bed ,1 Bed + Den, 2 Bed, 2 Bed + Den, and 3 Bed pet-friendly apartments.




Between City Centre and Columbia Place Shopping Centre, you're a 5- minute drive to the best restaurants, shopping, and recreating Kamloops has to offer. Hit the beach, play some tennis, or walk the trails along the beautiful Thompson River.","No","Kamloops","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=TbcGJvMwQiI1Q9ylWouhig&cb_client=search.gws-prod.gps&w=360&h=120&yaw=351.33502&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/kamloops/rentals/apartment/2-bedrooms/aberdeen/pet-friendly/359930?-RSYNC"," "," 2370 PACIFIC WAY,Kamloops,Canada,British Columbia,V1S0E5,","1,929","Apartment",1,"1"," ","Not Available"," "," ","No","Join our BUILT GREEN® Aberdeen View apartment community! Move into an open concept 1 or 2 bedroom home in Aberdeen on Pacific Way in Kamloops. 

Aberdeen View Highlights
• Pet-friendly homes, complete with a fenced dog run. Maximum 22 inches shoulder height, some breed restrictions apply. Please inquire for details. 
• In-suite laundry with additional storage space in most suites.
• BUILT GREEN®, rooftop solar array, and electric car charging stations.
• Individual in-suite heat and A/C controls for optimal comfort. 
• Covered deck with plenty of room so you can BBQ year round.
• Smoke-free community with professional onsite management.

Community Perks
• Complimentary fitness room.
• Book the community lounge, with kitchenette, for larger get-togethers.
• Grow fruits and veggies in our robust community garden.
• Water included.
• Telus incentives.
• $300 tenant referrals.




CONTACT US

P. 778.765.3715
Email us @ Aberdeen View
Visit us Aberdeen View Website
A: 3101 - 2370 Pacific Way, Kamloops, BC, V1S 0E5

Please visit our website for more information, to book a viewing, apply online, or view a 3D virtual tour.

A Community Designed, Developed, and Operated by Highstreet Ventures

Prices listed are starting prices and vary depending on availability, suite types, and location in the buildings. Additional charges may apply.




Quick Access to:
Downtown Kamloops (10 minute drive)
TRU (7 minute drive)
Costco (5 minute drive)
Save on Foods (8 minute drive)
Highland Park (5 minute walk)","No","Kamloops","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Ymm2jVeKbp_1oxoLRdyF4g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=203.85687&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/courtenay/rentals/apartment/1-bedroom/pet-friendly/501096?-RSYNC"," "," 1876 Riverside Ln,Courtenay,Canada,British Columbia,V9N0H9,","1,375","Apartment",1,"1"," ","Not Available"," "," ","No","Welcome home to The Shores. This beautiful, bright, modern building is within walking distance to downtown Courtenay, with all the shopping, restaurants, and amenities. Walk out the front door and onto the Riverway Heritage Walking Path. Our spacious one-one+den-two bedroom suites have in-suite washers/dryers, white quartz countertops in the kitchen and bathroom, high gloss white cabinetry, wide plank laminate flooring, and luxury vinyl in the bathroom. All apartments have air conditioning and balconies to enjoy. This building has keyless entry and security surveillance throughout the building and property.","No","Courtenay","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WIiyZcTSio_Q9J9Z9dsYnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.70734&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/courtenay/rentals/apartment/2-bedrooms/pet-friendly/501095?-RSYNC"," "," 621 Crown Isle Blvd,Courtenay,Canada,British Columbia,V9N0G9,","1,800","Apartment",1,"1"," ","Not Available"," "," ","No","Crown Isle Boulevard is great location to enjoy the beautiful Comox Valley. This 56-apartment complex in East Courtenay offers beautiful contemporary living spaces and amazing proximity to a wide range of amenities. Everything you need is close at hand! 

All the apartments come with stainless steel appliances and an apartment-size stackable washer/dryer. Wide plank laminate flooring throughout, with luxury-grade vinyl tiles in the bathroom. Enjoy the balcony to sit out and take in the views. Many of the apartments offer views of the Beaufort mountain range or partial ocean views for a truly inspirational place to call home.

These apartments all have A/C units for the hot days. With all amenities within walking distance, this area is ideal for people that love to walk, as well as trails that run down along Crown Isle Blvd.","No","Courtenay","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MW5ZTcNwMkqYZjQbyE0bTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.608833&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/courtenay/rentals/townhouse/3-bedrooms/pet-friendly/496848"," "," 2485 Idiens Way,Courtenay,Canada,British Columbia,V9N9B5,","3,000","Apartment",2,"2"," ","Not Available"," "," ","No","Beautiful fully furnished condo, available immediately. $ 3250 a month, 6 month contract required. 1200 sq ft, 3 bedroom 2 bathroom. Features a master bedroom with a king sized bed and ensuite, Queen bed in second bedroom and twin bed in 3rd bedroom. Beautiful quartz counter tops through out and modern decor. Kitchen features Custom cabinets to the ceiling, tile backsplash with underside lighting. Dishwasher, washer/dryer in the unit.


Please PM for rental application or more information.


Close to amenities


Valley View Elementary – 240 m
North Island College – 2.1km


Aquatic Center – 1.7km
North Island Hospital Comox Valley – 1.9km


Idiens Park – kids playground – 550m


Starbucks – 1.4km
Thrifty’s Foods – 1.5km
Crown Isle Plaza – 1.5km (various including Liquor Store, Bank & Clinic)
Quality Foods – 1.5km
Costco – 2.2km","No","Courtenay","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dO8MTXXtOjOpZ2ZiSNP__Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.18198&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/courtenay/rentals/house/2-bedrooms/497442"," ","Courtenay","3,750","Apartment",2,"1"," ","Not Available"," "," ","No","Your dream home awaits. Located in the desirable and quiet seabank/seal bay neighbourhood. Stocked with everything you could need, just bring your suitcases! In home office space as well with fast internet if you work from home. Listen to the seals bark with your morning coffee. Watch the eagles fly overhead while taking in the ocean air. Comes fully furnished with everything you'd need; from beach towels, high end furnishings, a fully stocked kitchen, and a cozy fireplace. 2 minute walk to a beach perfect for long walks and skipping rocks. Just down the road from the incredible Seal Bay Nature Park.","No","Courtenay","Please contact the Landlord to confirm availability","https://f1a3d4fea3a9a877e732-356deb4d9644d2835b7712e712dbd1ea.ssl.cf2.rackcdn.com/497442/8152441.v.178ec3f1d129b8f7f37ea082c81634b7.jpg"
"https://www.rentfaster.ca/bc/courtenay/rentals/apartment/1-bedroom/pet-friendly/501096?-RSYNC"," "," 1876 Riverside Ln,Courtenay,Canada,British Columbia,V9N0H9,","1,375","Apartment",1,"1"," ","Not Available"," "," ","No","Welcome home to The Shores. This beautiful, bright, modern building is within walking distance to downtown Courtenay, with all the shopping, restaurants, and amenities. Walk out the front door and onto the Riverway Heritage Walking Path. Our spacious one-one+den-two bedroom suites have in-suite washers/dryers, white quartz countertops in the kitchen and bathroom, high gloss white cabinetry, wide plank laminate flooring, and luxury vinyl in the bathroom. All apartments have air conditioning and balconies to enjoy. This building has keyless entry and security surveillance throughout the building and property.","No","Comox","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WIiyZcTSio_Q9J9Z9dsYnQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=72.70734&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/courtenay/rentals/apartment/2-bedrooms/pet-friendly/501095?-RSYNC"," "," 621 Crown Isle Blvd,Courtenay,Canada,British Columbia,V9N0G9,","1,800","Apartment",1,"1"," ","Not Available"," "," ","No","Crown Isle Boulevard is great location to enjoy the beautiful Comox Valley. This 56-apartment complex in East Courtenay offers beautiful contemporary living spaces and amazing proximity to a wide range of amenities. Everything you need is close at hand! 

All the apartments come with stainless steel appliances and an apartment-size stackable washer/dryer. Wide plank laminate flooring throughout, with luxury-grade vinyl tiles in the bathroom. Enjoy the balcony to sit out and take in the views. Many of the apartments offer views of the Beaufort mountain range or partial ocean views for a truly inspirational place to call home.

These apartments all have A/C units for the hot days. With all amenities within walking distance, this area is ideal for people that love to walk, as well as trails that run down along Crown Isle Blvd.","No","Comox","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=MW5ZTcNwMkqYZjQbyE0bTg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=60.608833&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/courtenay/rentals/townhouse/3-bedrooms/pet-friendly/496848"," "," 2485 Idiens Way,Courtenay,Canada,British Columbia,V9N9B5,","3,000","Apartment",2,"2"," ","Not Available"," "," ","No","Beautiful fully furnished condo, available immediately. $ 3250 a month, 6 month contract required. 1200 sq ft, 3 bedroom 2 bathroom. Features a master bedroom with a king sized bed and ensuite, Queen bed in second bedroom and twin bed in 3rd bedroom. Beautiful quartz counter tops through out and modern decor. Kitchen features Custom cabinets to the ceiling, tile backsplash with underside lighting. Dishwasher, washer/dryer in the unit.


Please PM for rental application or more information.


Close to amenities


Valley View Elementary – 240 m
North Island College – 2.1km


Aquatic Center – 1.7km
North Island Hospital Comox Valley – 1.9km


Idiens Park – kids playground – 550m


Starbucks – 1.4km
Thrifty’s Foods – 1.5km
Crown Isle Plaza – 1.5km (various including Liquor Store, Bank & Clinic)
Quality Foods – 1.5km
Costco – 2.2km","No","Comox","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=dO8MTXXtOjOpZ2ZiSNP__Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=196.18198&pitch=0&thumbfov=100"
"https://www.rentfaster.ca/bc/campbell-river/rentals/apartment/2-bedrooms/pet-friendly/330890?-RSYNC"," "," 525 Dogwood Street South,Campbell River,Canada,British Columbia,V9W6K6,","2,098","Apartment",2,"2"," ","Not Available"," "," ","No","NEXT PHASE NOW RENTING!

Broadstreet's Crestview at Seymour Village offers 1, 2, and 3 bedroom pet friendly apartments for rent in the conveniently located Merecroft area of Campbell River. This rental property sits in a quiet, family-friendly community in walking distance to local amenities that offer something for everyone. It is in a central location nearby Strathcona Gardens Recreation Facility, as well as Merecroft Village, which offers a grocery store and a number of excellent local restaurants. Students will find Timberline High School and North Island College just a few minutes down the road.

The desirable location and fantastic community features make this property a wonderful place to call home. Inside your spacious, uniquely designed apartment, you'll feel at home with in-suite laundry, large closets, and built-in air conditioning. You can cater to your four-legged friends at the dog run, or venture to the nearby Beaver Lodge trails. The on-site community garden means you can bring the farm-to-table experience right to your home. At Crestview, you can take part in some of the best apartment-style living in Campbell River, in a peaceful, accessible location.

Join the Waitlist today!




Shopping – Merecroft Village

Parks – Beaver Lodge Forest Lands | Robron Park

Schools – Carihi Secondary School | Timberline High School | North Island College

Public Transportation Access","No","Campbell River","Please contact the Landlord to confirm availability","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=aSz5OE5ru8sHVasPEgYRlw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=139.26689&pitch=0&thumbfov=100"
